nruf2,ppgf2,dcfsn,pyear,total,nr_score,pol_score,le_score,pop_score,nr_remaining_pct,max_pol,le_late,pop_2100_B,crash_ratio
0.1,0.1,2.0,1985,0.7672232145850515,1.0,0.6951070432924769,1.0,0.05794067731539053,59.31751222266806,3.829357740245139,77.258891910146,0.6253938984153897,0.3705867771476468
0.2,0.1,2.0,1985,0.7672031467671597,1.0,0.6951070432924769,1.0,0.057806891862778764,50.21849341209636,3.829357740245139,77.27529823988075,0.6247196991236295,0.3701301043899947
0.25,0.1,2.0,1985,0.7671827119869478,1.0,0.6951070432924769,1.0,0.057670659994698864,45.717600099688966,3.829357740245139,77.28978342127985,0.6240405916352179,0.36965967129529403
0.1,0.15,2.0,1985,0.7661214099877635,1.0,0.6914489128814179,1.0,0.05791157415558799,59.31946788251719,3.8513065227114933,77.24694856614205,0.6252336067308895,0.3704955941724614
0.2,0.15,2.0,1985,0.7661013887384494,1.0,0.6914489128814179,1.0,0.05777809916016043,50.22223816276438,3.8513065227114933,77.26328696620482,0.6245608728387304,0.3700398258863038
0.25,0.15,2.0,1985,0.7660814114493103,1.0,0.6914489128814179,1.0,0.05764491723256632,45.72135635086277,3.8513065227114933,77.27736799064915,0.6238975107844981,0.36957940197634537
0.1,0.25,2.0,1985,0.7635955470396232,1.0,0.6830590244010131,1.0,0.05785226479546163,59.32357946374312,3.901645853593922,77.22291747818083,0.6249064917802605,0.370309897921845
0.2,0.25,2.0,1985,0.7635759271600823,1.0,0.6830590244010131,1.0,0.057721465598522,50.229649176221066,3.901645853593922,77.23882242098391,0.6242483130140349,0.36986221280969167
0.25,0.25,2.0,1985,0.763556576821799,1.0,0.6830590244010131,1.0,0.057592463343300516,45.72934018093863,3.901645853593922,77.25243865072039,0.6236058110998958,0.3694158220990327
0.25,0.1,3.0,1975,0.7581944693491909,0.5695034028269889,0.883644120403182,1.0,0.6251669482586016,17.085102084809662,2.698135277580908,73.478838626731,2.949976680227599,0.8476906986401915
0.1,0.15,3.0,1985,0.7579664169058389,1.0,0.33795134578202146,1.0,0.7105400878082165,48.29785312633674,5.9722919253078715,72.67257906840234,3.1289506523403623,0.9083429772556542
0.1,0.5,2.0,1985,0.7527780020483232,1.0,0.6470766232896668,1.0,0.05770010040948847,59.333812274641794,4.1175402602619995,77.15737718452438,0.6240671269721645,0.3698326536726046
0.2,0.5,2.0,1985,0.7527590179162804,1.0,0.6470766232896668,1.0,0.0575735395292035,50.24904460492902,4.1175402602619995,77.1724374609866,0.6234312210421289,0.3693978587274693
0.25,0.5,2.0,1985,0.7527400681222751,1.0,0.6470766232896668,1.0,0.05744720756916819,45.7509504437503,4.1175402602619995,77.18484343497532,0.6228028926086698,0.3689591570684268
0.1,0.15,3.0,1975,0.7493298424406437,1.0,0.30853800069605397,1.0,0.7117896148788501,56.983339675841925,6.148771995823676,72.62921825071155,3.133813472318325,0.9085283743480547
0.2,0.15,4.0,1975,0.7465024193375068,0.75131365679316,0.44514213153300275,1.0,1.0,22.5394097037948,5.329147210801984,67.1852224588244,10.101939709136628,1.0
0.2,0.1,4.0,2005,0.744644398475773,0.7909925458733679,0.392656691400314,1.0,1.0,23.729776376201034,5.644059851598116,62.094502850708714,9.453500292963458,1.0
0.2,0.15,4.0,2005,0.7440864403521945,0.7952980908774822,0.3857736951502525,1.0,1.0,23.858942726324464,5.685357829098485,61.746396373328764,9.40302531674941,1.0
0.2,0.15,3.0,1985,0.7426655478249812,0.7531951499149385,0.6072604001990942,1.0,0.6457941686334968,22.595854497448155,4.356437598805434,72.90688290532528,2.9951358491463664,0.8624572655928812
0.2,0.25,4.0,2005,0.7424488242176238,0.8050477204188204,0.3689404069034553,1.0,1.0,24.15143161256461,5.786357558579268,60.91217574611265,9.278727337273894,1.0
